Project Code,Project Name,Resource,Segment Start,Segment End,Hard Allocation (PD),Soft Allocation (PD)
PR1009,Credit Card Processing Enhancement,csk.networkEngineer,01.Jan.2025,01.Apr.2025,0.0,1.0
PR1009,Credit Card Processing Enhancement,henryReed,01.Jan.2025,01.Apr.2025,0.0,1.0
PR1009,Credit Card Processing Enhancement,seanEvans,01.Jan.2025,01.Apr.2025,0.0,1.0
PR1010,Order Management Release 2,csk.developer,01.Feb.2025,01.May.2025,0.0,5.0
PR1010,Order Management Release 2,csk.testEngineer,01.Feb.2025,01.May.2025,0.0,1.5
PR1010,Order Management Release 2,csk.architect,01.Feb.2025,01.May.2025,0.0,1.5
PR1010,Order Management Release 2,csk.storageArchitect,01.Feb.2025,01.May.2025,0.0,3.0
PR1011,eBusiness Mobile Network,jasonReilly,03.Aug.2024,03.Nov.2024,0.0,0.0
PR1011,eBusiness Mobile Network,jasonReilly,03.Nov.2024,03.Feb.2025,0.0,0.0
PR1011,eBusiness Mobile Network,jasonReilly,03.Feb.2025,03.May.2025,0.0,0.0
PR1011,eBusiness Mobile Network,jasonReilly,03.May.2025,03.Aug.2025,0.0,0.0
PR1011,eBusiness Mobile Network,adrianaRamos,03.Aug.2024,03.Nov.2024,0.0,0.0
PR1011,eBusiness Mobile Network,adrianaRamos,03.Nov.2024,03.Feb.2025,0.0,0.0
PR1011,eBusiness Mobile Network,adrianaRamos,03.Feb.2025,03.May.2025,0.0,0.0
PR1011,eBusiness Mobile Network,adrianaRamos,03.May.2025,03.Aug.2025,0.0,0.0
PR1011,eBusiness Mobile Network,veronicaMiller,03.Aug.2024,03.Nov.2024,0.0,0.0
PR1011,eBusiness Mobile Network,veronicaMiller,03.Nov.2024,03.Feb.2025,0.0,0.0
PR1011,eBusiness Mobile Network,veronicaMiller,03.Feb.2025,03.May.2025,0.0,0.0
PR1011,eBusiness Mobile Network,veronicaMiller,03.May.2025,03.Aug.2025,0.0,0.0
PR1011,eBusiness Mobile Network,sarahPreston,03.Aug.2024,03.Nov.2024,0.0,0.0
PR1011,eBusiness Mobile Network,sarahPreston,03.Nov.2024,03.Feb.2025,0.0,0.0
PR1011,eBusiness Mobile Network,sarahPreston,03.Feb.2025,03.May.2025,0.0,0.0
PR1011,eBusiness Mobile Network,sarahPreston,03.May.2025,03.Aug.2025,0.0,0.0
PR1011,eBusiness Mobile Network,alexRiviera,03.Aug.2024,03.Nov.2024,0.0,0.0
PR1011,eBusiness Mobile Network,alexRiviera,03.Nov.2024,03.Feb.2025,0.0,0.0
PR1011,eBusiness Mobile Network,alexRiviera,03.Feb.2025,03.May.2025,0.0,0.0
PR1011,eBusiness Mobile Network,alexRiviera,03.May.2025,03.Aug.2025,0.0,0.0
PR1011,eBusiness Mobile Network,ashleyParker,03.Aug.2024,03.Nov.2024,0.0,0.0
PR1011,eBusiness Mobile Network,ashleyParker,03.Nov.2024,03.Feb.2025,0.0,0.0
PR1011,eBusiness Mobile Network,ashleyParker,03.Feb.2025,03.May.2025,0.0,0.0
PR1011,eBusiness Mobile Network,ashleyParker,03.May.2025,03.Aug.2025,0.0,0.0
PR1012,Order Trending Analysis,csk.developer,01.Dec.2024,01.Mar.2025,0.0,1.0
PR1012,Order Trending Analysis,csk.developer,01.Mar.2025,01.Jun.2025,0.0,0.0
PR1012,Order Trending Analysis,csk.projectManager,01.Dec.2024,01.Mar.2025,0.0,1.0
PR1012,Order Trending Analysis,csk.projectManager,01.Mar.2025,01.Jun.2025,0.0,1.0
PR1012,Order Trending Analysis,csk.testEngineer,01.Dec.2024,01.Mar.2025,0.0,1.0
PR1012,Order Trending Analysis,csk.testEngineer,01.Mar.2025,01.Jun.2025,0.0,1.0
PR1012,Order Trending Analysis,csk.architect,01.Dec.2024,01.Mar.2025,0.0,1.0
PR1012,Order Trending Analysis,csk.architect,01.Mar.2025,01.Jun.2025,0.0,0.0
PR1012,Order Trending Analysis,csk.businessAnalyst,01.Dec.2024,01.Mar.2025,0.0,1.0
PR1012,Order Trending Analysis,csk.businessAnalyst,01.Mar.2025,01.Jun.2025,0.0,1.0
PR1012,Order Trending Analysis,csk.networkEngineer,01.Dec.2024,01.Mar.2025,0.0,2.0
PR1012,Order Trending Analysis,csk.networkEngineer,01.Mar.2025,01.Jun.2025,0.0,1.0
PR1012,Order Trending Analysis,csk.storageArchitect,01.Dec.2024,01.Mar.2025,0.0,1.0
PR1012,Order Trending Analysis,csk.storageArchitect,01.Mar.2025,01.Jun.2025,0.0,0.0
PR1013,Credit Card Security Improvements,csk.developer,01.Jan.2025,01.Apr.2025,0.0,1.0
PR1013,Credit Card Security Improvements,csk.developer,01.Apr.2025,01.Jul.2025,0.0,0.0
PR1013,Credit Card Security Improvements,csk.projectManager,01.Jan.2025,01.Apr.2025,0.0,1.0
PR1013,Credit Card Security Improvements,csk.projectManager,01.Apr.2025,01.Jul.2025,0.0,1.0
PR1013,Credit Card Security Improvements,csk.testEngineer,01.Jan.2025,01.Apr.2025,0.0,1.0
PR1013,Credit Card Security Improvements,csk.testEngineer,01.Apr.2025,01.Jul.2025,0.0,1.0
PR1013,Credit Card Security Improvements,csk.architect,01.Jan.2025,01.Apr.2025,0.0,1.0
PR1013,Credit Card Security Improvements,csk.architect,01.Apr.2025,01.Jul.2025,0.0,0.0
PR1013,Credit Card Security Improvements,csk.businessAnalyst,01.Jan.2025,01.Apr.2025,0.0,1.0
PR1013,Credit Card Security Improvements,csk.businessAnalyst,01.Apr.2025,01.Jul.2025,0.0,1.0
PR1013,Credit Card Security Improvements,csk.networkEngineer,01.Jan.2025,01.Apr.2025,0.0,2.0
PR1013,Credit Card Security Improvements,csk.networkEngineer,01.Apr.2025,01.Jul.2025,0.0,1.0
PR1013,Credit Card Security Improvements,csk.storageArchitect,01.Jan.2025,01.Apr.2025,0.0,1.0
PR1013,Credit Card Security Improvements,csk.storageArchitect,01.Apr.2025,01.Jul.2025,0.0,0.0
PR1014,XPL Translations,artKingsley,02.Mar.2024,02.Jun.2024,0.0,0.4545
PR1014,XPL Translations,artKingsley,02.Jun.2024,02.Sep.2024,0.0,1.536
PR1014,XPL Translations,artKingsley,02.Sep.2024,02.Dec.2024,0.0,1.5506
PR1014,XPL Translations,artKingsley,02.Dec.2024,02.Mar.2025,0.0,3.1270000000000002
PR1014,XPL Translations,artKingsley,02.Mar.2025,02.Jun.2025,0.0,2.9890000000000003
PR1014,XPL Translations,artKingsley,02.Jun.2025,02.Sep.2025,0.0,1.6993
PR1014,XPL Translations,robynPaxton,02.Mar.2024,02.Jun.2024,0.0,0.6705
PR1014,XPL Translations,robynPaxton,02.Jun.2024,02.Sep.2024,0.0,3.6824000000000003
PR1014,XPL Translations,robynPaxton,02.Sep.2024,02.Dec.2024,0.0,3.9699999999999998
PR1014,XPL Translations,robynPaxton,02.Dec.2024,02.Mar.2025,0.0,2.0596
PR1014,XPL Translations,robynPaxton,02.Mar.2025,02.Jun.2025,0.0,3.1048999999999998
PR1014,XPL Translations,robynPaxton,02.Jun.2025,02.Sep.2025,0.0,2.052
PR1014,XPL Translations,paulBerks,02.Mar.2024,02.Jun.2024,0.0,0.6705
PR1014,XPL Translations,paulBerks,02.Jun.2024,02.Sep.2024,0.0,3.6824000000000003
PR1014,XPL Translations,paulBerks,02.Sep.2024,02.Dec.2024,0.0,2.9694000000000003
PR1014,XPL Translations,paulBerks,02.Dec.2024,02.Mar.2025,0.0,4.1472
PR1014,XPL Translations,paulBerks,02.Mar.2025,02.Jun.2025,0.0,3.8187999999999995
PR1014,XPL Translations,paulBerks,02.Jun.2025,02.Sep.2025,0.0,2.052
PR1014,XPL Translations,peterThompson,02.Mar.2024,02.Jun.2024,0.0,0.6705
PR1014,XPL Translations,peterThompson,02.Jun.2024,02.Sep.2024,0.0,3.6824000000000003
PR1014,XPL Translations,peterThompson,02.Sep.2024,02.Dec.2024,0.0,3.9634000000000005
PR1014,XPL Translations,peterThompson,02.Dec.2024,02.Mar.2025,0.0,4.1472
PR1014,XPL Translations,peterThompson,02.Mar.2025,02.Jun.2025,0.0,4.3166
PR1014,XPL Translations,peterThompson,02.Jun.2025,02.Sep.2025,0.0,2.052
PR1014,XPL Translations,randyQuinn,02.Mar.2024,02.Jun.2024,0.0,0.6705
PR1014,XPL Translations,randyQuinn,02.Jun.2024,02.Sep.2024,0.0,3.6824000000000003
PR1014,XPL Translations,randyQuinn,02.Sep.2024,02.Dec.2024,0.0,3.9634000000000005
PR1014,XPL Translations,randyQuinn,02.Dec.2024,02.Mar.2025,0.0,2.3738
PR1014,XPL Translations,randyQuinn,02.Mar.2025,02.Jun.2025,0.0,3.3808
PR1014,XPL Translations,randyQuinn,02.Jun.2025,02.Sep.2025,0.0,2.052
PR1014,XPL Translations,paulLewis,02.Mar.2024,02.Jun.2024,0.0,0.6705
PR1014,XPL Translations,paulLewis,02.Jun.2024,02.Sep.2024,0.0,3.6824000000000003
PR1014,XPL Translations,paulLewis,02.Sep.2024,02.Dec.2024,0.0,3.9634000000000005
PR1014,XPL Translations,paulLewis,02.Dec.2024,02.Mar.2025,0.0,4.1472
PR1014,XPL Translations,paulLewis,02.Mar.2025,02.Jun.2025,0.0,4.3111
PR1014,XPL Translations,paulLewis,02.Jun.2025,02.Sep.2025,0.0,2.052
PR1014,XPL Translations,maryNewburg,02.Mar.2024,02.Jun.2024,0.0,0.6989
PR1014,XPL Translations,maryNewburg,02.Jun.2024,02.Sep.2024,0.0,3.0399999999999996
PR1014,XPL Translations,maryNewburg,02.Sep.2024,02.Dec.2024,0.0,2.8893999999999997
PR1014,XPL Translations,maryNewburg,02.Dec.2024,02.Mar.2025,0.0,3.6932
PR1014,XPL Translations,maryNewburg,02.Mar.2025,02.Jun.2025,0.0,2.5978
PR1014,XPL Translations,maryNewburg,02.Jun.2025,02.Sep.2025,0.0,1.2933
PR1014,XPL Translations,saiKrishna,02.Mar.2024,02.Jun.2024,0.0,1.2045
PR1014,XPL Translations,saiKrishna,02.Jun.2024,02.Sep.2024,0.0,5.2817
PR1014,XPL Translations,saiKrishna,02.Sep.2024,02.Dec.2024,0.0,6.8323
PR1014,XPL Translations,saiKrishna,02.Dec.2024,02.Mar.2025,0.0,9.478200000000001
PR1014,XPL Translations,saiKrishna,02.Mar.2025,02.Jun.2025,0.0,3.4403
PR1014,XPL Translations,saiKrishna,02.Jun.2025,02.Sep.2025,0.0,1.9125999999999999
PR1014,XPL Translations,markGoldman,02.Mar.2024,02.Jun.2024,0.0,1.4886
PR1014,XPL Translations,markGoldman,02.Jun.2024,02.Sep.2024,0.0,7.1434999999999995
PR1014,XPL Translations,markGoldman,02.Sep.2024,02.Dec.2024,0.0,5.5934
PR1014,XPL Translations,markGoldman,02.Dec.2024,02.Mar.2025,0.0,8.1916
PR1014,XPL Translations,markGoldman,02.Mar.2025,02.Jun.2025,0.0,3.9471999999999996
PR1014,XPL Translations,markGoldman,02.Jun.2025,02.Sep.2025,0.0,2.3602999999999996
PR1014,XPL Translations,seanEvans,02.Mar.2024,02.Jun.2024,0.0,1.1136
PR1014,XPL Translations,seanEvans,02.Jun.2024,02.Sep.2024,0.0,5.6247
PR1014,XPL Translations,seanEvans,02.Sep.2024,02.Dec.2024,0.0,5.1211
PR1014,XPL Translations,seanEvans,02.Dec.2024,02.Mar.2025,0.0,5.476
PR1014,XPL Translations,seanEvans,02.Mar.2025,02.Jun.2025,0.0,3.4614000000000003
PR1014,XPL Translations,seanEvans,02.Jun.2025,02.Sep.2025,0.0,1.5518
PR1015,Office Upgrade,artKingsley,15.Sep.2024,15.Dec.2024,0.0,0.0
PR1015,Office Upgrade,artKingsley,15.Dec.2024,15.Mar.2025,0.0,0.0
PR1015,Office Upgrade,artKingsley,15.Mar.2025,15.Jun.2025,0.0,0.0
PR1015,Office Upgrade,artKingsley,15.Jun.2025,15.Sep.2025,0.0,0.0
PR1015,Office Upgrade,carlosPerez,15.Sep.2024,15.Dec.2024,0.0,0.0
PR1015,Office Upgrade,carlosPerez,15.Dec.2024,15.Mar.2025,0.0,0.0
PR1015,Office Upgrade,carlosPerez,15.Mar.2025,15.Jun.2025,0.0,0.0
PR1015,Office Upgrade,carlosPerez,15.Jun.2025,15.Sep.2025,0.0,0.0
PR1015,Office Upgrade,erinMoreau,15.Sep.2024,15.Dec.2024,0.0,0.0
PR1015,Office Upgrade,erinMoreau,15.Dec.2024,15.Mar.2025,0.0,0.0
PR1015,Office Upgrade,erinMoreau,15.Mar.2025,15.Jun.2025,0.0,0.0
PR1015,Office Upgrade,erinMoreau,15.Jun.2025,15.Sep.2025,0.0,0.0
PR1015,Office Upgrade,veronicaMiller,15.Sep.2024,15.Dec.2024,0.0,0.0
PR1015,Office Upgrade,veronicaMiller,15.Dec.2024,15.Mar.2025,0.0,0.0
PR1015,Office Upgrade,veronicaMiller,15.Mar.2025,15.Jun.2025,0.0,0.0
PR1015,Office Upgrade,veronicaMiller,15.Jun.2025,15.Sep.2025,0.0,0.0
PR1015,Office Upgrade,danaLewis,15.Sep.2024,15.Dec.2024,0.0,0.0
PR1015,Office Upgrade,danaLewis,15.Dec.2024,15.Mar.2025,0.0,0.0
PR1015,Office Upgrade,danaLewis,15.Mar.2025,15.Jun.2025,0.0,0.0
PR1015,Office Upgrade,danaLewis,15.Jun.2025,15.Sep.2025,0.0,0.0
PR1015,Office Upgrade,carolynMurphy,15.Sep.2024,15.Dec.2024,0.0,0.0
PR1015,Office Upgrade,carolynMurphy,15.Dec.2024,15.Mar.2025,0.0,0.0
PR1015,Office Upgrade,carolynMurphy,15.Mar.2025,15.Jun.2025,0.0,0.0
PR1015,Office Upgrade,carolynMurphy,15.Jun.2025,15.Sep.2025,0.0,0.0
PR1016,Automated Security Enhancements,csk.projectManager,01.Jan.2025,01.Apr.2025,0.0,2.0
PR1016,Automated Security Enhancements,csk.projectManager,01.Apr.2025,01.Jul.2025,0.0,1.0
PR1016,Automated Security Enhancements,csk.projectManager,01.Jul.2025,01.Oct.2025,0.0,0.0
PR1016,Automated Security Enhancements,bruceTurner,01.Jan.2025,01.Apr.2025,0.0,1.0
PR1016,Automated Security Enhancements,bruceTurner,01.Apr.2025,01.Jul.2025,0.0,0.0
PR1016,Automated Security Enhancements,bruceTurner,01.Jul.2025,01.Oct.2025,0.0,0.0
PR1016,Automated Security Enhancements,jasonSauer,01.Jan.2025,01.Apr.2025,0.0,2.0
PR1016,Automated Security Enhancements,jasonSauer,01.Apr.2025,01.Jul.2025,0.0,0.0
PR1016,Automated Security Enhancements,jasonSauer,01.Jul.2025,01.Oct.2025,0.0,0.0
PR1016,Automated Security Enhancements,erinGillian,01.Jan.2025,01.Apr.2025,0.0,4.0
PR1016,Automated Security Enhancements,erinGillian,01.Apr.2025,01.Jul.2025,0.0,0.0
PR1016,Automated Security Enhancements,erinGillian,01.Jul.2025,01.Oct.2025,0.0,0.0
PR1016,Automated Security Enhancements,valerieChilders,01.Jan.2025,01.Apr.2025,0.0,1.0
PR1016,Automated Security Enhancements,valerieChilders,01.Apr.2025,01.Jul.2025,0.0,0.0
PR1016,Automated Security Enhancements,valerieChilders,01.Jul.2025,01.Oct.2025,0.0,0.0
PR1016,Automated Security Enhancements,jasonBerry,01.Jan.2025,01.Apr.2025,1.0,0.0
PR1016,Automated Security Enhancements,jasonBerry,01.Apr.2025,01.Jul.2025,0.0,0.0
PR1016,Automated Security Enhancements,jasonBerry,01.Jul.2025,01.Oct.2025,0.0,0.0
PR1016,Automated Security Enhancements,maryNewburg,01.Jan.2025,01.Apr.2025,0.0,1.0
PR1016,Automated Security Enhancements,maryNewburg,01.Apr.2025,01.Jul.2025,0.0,0.0
PR1016,Automated Security Enhancements,maryNewburg,01.Jul.2025,01.Oct.2025,0.0,0.0
PR1016,Automated Security Enhancements,markGoldman,01.Jan.2025,01.Apr.2025,0.0,2.0
PR1016,Automated Security Enhancements,markGoldman,01.Apr.2025,01.Jul.2025,0.0,1.0
PR1016,Automated Security Enhancements,markGoldman,01.Jul.2025,01.Oct.2025,0.0,0.0
PR1016,Automated Security Enhancements,ianConner,01.Jan.2025,01.Apr.2025,0.0,0.0
PR1016,Automated Security Enhancements,ianConner,01.Apr.2025,01.Jul.2025,0.0,0.0
PR1016,Automated Security Enhancements,ianConner,01.Jul.2025,01.Oct.2025,0.0,0.0
PR1017,Financial Process Audit,csk.developer,01.Jan.2025,01.Apr.2025,0.0,1.0
PR1017,Financial Process Audit,csk.developer,01.Apr.2025,01.Jul.2025,0.0,0.0
PR1017,Financial Process Audit,csk.projectManager,01.Jan.2025,01.Apr.2025,0.0,1.0
PR1017,Financial Process Audit,csk.projectManager,01.Apr.2025,01.Jul.2025,0.0,1.0
PR1017,Financial Process Audit,csk.testEngineer,01.Jan.2025,01.Apr.2025,0.0,1.0
PR1017,Financial Process Audit,csk.testEngineer,01.Apr.2025,01.Jul.2025,0.0,1.0
PR1017,Financial Process Audit,csk.architect,01.Jan.2025,01.Apr.2025,0.0,1.0
PR1017,Financial Process Audit,csk.architect,01.Apr.2025,01.Jul.2025,0.0,0.0
PR1017,Financial Process Audit,csk.businessAnalyst,01.Jan.2025,01.Apr.2025,0.0,1.0
PR1017,Financial Process Audit,csk.businessAnalyst,01.Apr.2025,01.Jul.2025,0.0,1.0
PR1017,Financial Process Audit,csk.networkEngineer,01.Jan.2025,01.Apr.2025,0.0,2.0
PR1017,Financial Process Audit,csk.networkEngineer,01.Apr.2025,01.Jul.2025,0.0,1.0
PR1017,Financial Process Audit,csk.storageArchitect,01.Jan.2025,01.Apr.2025,0.0,1.0
PR1017,Financial Process Audit,csk.storageArchitect,01.Apr.2025,01.Jul.2025,0.0,0.0
PR1020,HR Claims Processing Enhancement,csk.developer,01.Jan.2025,01.Apr.2025,0.0,1.0
PR1020,HR Claims Processing Enhancement,csk.developer,01.Apr.2025,01.Jul.2025,0.0,0.0
PR1020,HR Claims Processing Enhancement,csk.projectManager,01.Jan.2025,01.Apr.2025,0.0,1.0
PR1020,HR Claims Processing Enhancement,csk.projectManager,01.Apr.2025,01.Jul.2025,0.0,1.0
PR1020,HR Claims Processing Enhancement,csk.testEngineer,01.Jan.2025,01.Apr.2025,0.0,1.0
PR1020,HR Claims Processing Enhancement,csk.testEngineer,01.Apr.2025,01.Jul.2025,0.0,1.0
PR1020,HR Claims Processing Enhancement,csk.architect,01.Jan.2025,01.Apr.2025,0.0,1.0
PR1020,HR Claims Processing Enhancement,csk.architect,01.Apr.2025,01.Jul.2025,0.0,0.0
PR1020,HR Claims Processing Enhancement,csk.businessAnalyst,01.Jan.2025,01.Apr.2025,0.0,1.0
PR1020,HR Claims Processing Enhancement,csk.businessAnalyst,01.Apr.2025,01.Jul.2025,0.0,1.0
PR1020,HR Claims Processing Enhancement,csk.networkEngineer,01.Jan.2025,01.Apr.2025,0.0,2.0
PR1020,HR Claims Processing Enhancement,csk.networkEngineer,01.Apr.2025,01.Jul.2025,0.0,1.0
PR1020,HR Claims Processing Enhancement,csk.storageArchitect,01.Jan.2025,01.Apr.2025,0.0,1.0
PR1020,HR Claims Processing Enhancement,csk.storageArchitect,01.Apr.2025,01.Jul.2025,0.0,0.0
PR1021,HR Online Benefits Security Upgrade,csk.developer,01.Jan.2025,01.Apr.2025,0.0,1.0
PR1021,HR Online Benefits Security Upgrade,csk.developer,01.Apr.2025,01.Jul.2025,0.0,0.0
PR1021,HR Online Benefits Security Upgrade,csk.developer,01.Jul.2025,01.Oct.2025,0.0,0.0
PR1021,HR Online Benefits Security Upgrade,csk.projectManager,01.Jan.2025,01.Apr.2025,0.0,1.0
PR1021,HR Online Benefits Security Upgrade,csk.projectManager,01.Apr.2025,01.Jul.2025,0.0,1.0
PR1021,HR Online Benefits Security Upgrade,csk.projectManager,01.Jul.2025,01.Oct.2025,0.0,0.0
PR1021,HR Online Benefits Security Upgrade,csk.testEngineer,01.Jan.2025,01.Apr.2025,0.0,1.0
PR1021,HR Online Benefits Security Upgrade,csk.testEngineer,01.Apr.2025,01.Jul.2025,0.0,1.0
PR1021,HR Online Benefits Security Upgrade,csk.testEngineer,01.Jul.2025,01.Oct.2025,0.0,0.0
PR1021,HR Online Benefits Security Upgrade,csk.architect,01.Jan.2025,01.Apr.2025,0.0,1.0
PR1021,HR Online Benefits Security Upgrade,csk.architect,01.Apr.2025,01.Jul.2025,0.0,0.0
PR1021,HR Online Benefits Security Upgrade,csk.architect,01.Jul.2025,01.Oct.2025,0.0,0.0
PR1021,HR Online Benefits Security Upgrade,csk.businessAnalyst,01.Jan.2025,01.Apr.2025,0.0,1.0
PR1021,HR Online Benefits Security Upgrade,csk.businessAnalyst,01.Apr.2025,01.Jul.2025,0.0,1.0
PR1021,HR Online Benefits Security Upgrade,csk.businessAnalyst,01.Jul.2025,01.Oct.2025,0.0,0.0
PR1021,HR Online Benefits Security Upgrade,csk.networkEngineer,01.Jan.2025,01.Apr.2025,0.0,2.0
PR1021,HR Online Benefits Security Upgrade,csk.networkEngineer,01.Apr.2025,01.Jul.2025,0.0,1.0
PR1021,HR Online Benefits Security Upgrade,csk.networkEngineer,01.Jul.2025,01.Oct.2025,0.0,0.0
PR1021,HR Online Benefits Security Upgrade,csk.storageArchitect,01.Jan.2025,01.Apr.2025,0.0,1.0
PR1021,HR Online Benefits Security Upgrade,csk.storageArchitect,01.Apr.2025,01.Jul.2025,0.0,0.0
PR1021,HR Online Benefits Security Upgrade,csk.storageArchitect,01.Jul.2025,01.Oct.2025,0.0,0.0
PR1022,Email SAN Storage Implementation,csk.projectManager,01.Jan.2025,01.Apr.2025,0.0,1.0
PR1022,Email SAN Storage Implementation,csk.projectManager,01.Apr.2025,01.Jul.2025,0.0,1.0
PR1022,Email SAN Storage Implementation,csk.testEngineer,01.Jan.2025,01.Apr.2025,0.0,1.0
PR1022,Email SAN Storage Implementation,csk.testEngineer,01.Apr.2025,01.Jul.2025,0.0,1.0
PR1022,Email SAN Storage Implementation,csk.architect,01.Jan.2025,01.Apr.2025,0.0,1.0
PR1022,Email SAN Storage Implementation,csk.architect,01.Apr.2025,01.Jul.2025,0.0,0.0
PR1022,Email SAN Storage Implementation,csk.networkEngineer,01.Jan.2025,01.Apr.2025,0.0,2.0
PR1022,Email SAN Storage Implementation,csk.networkEngineer,01.Apr.2025,01.Jul.2025,0.0,1.0
PR1022,Email SAN Storage Implementation,csk.storageArchitect,01.Jan.2025,01.Apr.2025,0.0,1.0
PR1022,Email SAN Storage Implementation,csk.storageArchitect,01.Apr.2025,01.Jul.2025,0.0,0.0
PR1023,Mobile Identity Management Enhancements,csk.developer,11.Jan.2025,11.Apr.2025,0.0,0.0
PR1023,Mobile Identity Management Enhancements,csk.developer,11.Apr.2025,11.Jul.2025,0.0,0.0
PR1023,Mobile Identity Management Enhancements,csk.projectManager,11.Jan.2025,11.Apr.2025,0.0,0.0
PR1023,Mobile Identity Management Enhancements,csk.projectManager,11.Apr.2025,11.Jul.2025,0.0,0.0
PR1023,Mobile Identity Management Enhancements,csk.testEngineer,11.Jan.2025,11.Apr.2025,0.0,0.0
PR1023,Mobile Identity Management Enhancements,csk.testEngineer,11.Apr.2025,11.Jul.2025,0.0,0.0
PR1023,Mobile Identity Management Enhancements,csk.architect,11.Jan.2025,11.Apr.2025,0.0,0.0
PR1023,Mobile Identity Management Enhancements,csk.architect,11.Apr.2025,11.Jul.2025,0.0,0.0
PR1023,Mobile Identity Management Enhancements,csk.businessAnalyst,11.Jan.2025,11.Apr.2025,0.0,0.0
PR1023,Mobile Identity Management Enhancements,csk.businessAnalyst,11.Apr.2025,11.Jul.2025,0.0,0.0
PR1023,Mobile Identity Management Enhancements,csk.storageArchitect,11.Jan.2025,11.Apr.2025,0.0,0.0
PR1023,Mobile Identity Management Enhancements,csk.storageArchitect,11.Apr.2025,11.Jul.2025,0.0,0.0
PR1024,Change Mgt for Internal Portal,csk.developer,04.Feb.2025,04.May.2025,0.0,1.0
PR1024,Change Mgt for Internal Portal,csk.developer,04.May.2025,04.Aug.2025,0.0,0.0
PR1024,Change Mgt for Internal Portal,csk.projectManager,04.Feb.2025,04.May.2025,0.0,2.0
PR1024,Change Mgt for Internal Portal,csk.projectManager,04.May.2025,04.Aug.2025,0.0,1.0
PR1024,Change Mgt for Internal Portal,csk.testEngineer,04.Feb.2025,04.May.2025,0.0,1.0
PR1024,Change Mgt for Internal Portal,csk.testEngineer,04.May.2025,04.Aug.2025,0.0,0.0
PR1024,Change Mgt for Internal Portal,csk.architect,04.Feb.2025,04.May.2025,0.0,1.0
PR1024,Change Mgt for Internal Portal,csk.architect,04.May.2025,04.Aug.2025,0.0,0.0
PR1024,Change Mgt for Internal Portal,csk.businessAnalyst,04.Feb.2025,04.May.2025,0.0,2.0
PR1024,Change Mgt for Internal Portal,csk.businessAnalyst,04.May.2025,04.Aug.2025,0.0,1.0
PR1024,Change Mgt for Internal Portal,csk.networkEngineer,04.Feb.2025,04.May.2025,0.0,2.0
PR1024,Change Mgt for Internal Portal,csk.networkEngineer,04.May.2025,04.Aug.2025,0.0,0.0
PR1024,Change Mgt for Internal Portal,csk.storageArchitect,04.Feb.2025,04.May.2025,0.0,1.0
PR1024,Change Mgt for Internal Portal,csk.storageArchitect,04.May.2025,04.Aug.2025,0.0,0.0
PR1025,Global HR Application Maintenance,ericJohnson,01.Dec.2024,01.Mar.2025,0.0,1.5
PR1026,Change Mgt for Online Order Entry,sanjayPatel,04.Dec.2024,04.Mar.2025,0.0,2.25
PR1027,Data Warehouse Performance Tuning,csk.developer,01.Dec.2024,01.Mar.2025,0.0,2.0
PR1027,Data Warehouse Performance Tuning,csk.developer,01.Mar.2025,01.Jun.2025,0.0,1.0
PR1027,Data Warehouse Performance Tuning,csk.projectManager,01.Dec.2024,01.Mar.2025,0.0,3.0
PR1027,Data Warehouse Performance Tuning,csk.projectManager,01.Mar.2025,01.Jun.2025,0.0,1.0
PR1027,Data Warehouse Performance Tuning,csk.testEngineer,01.Dec.2024,01.Mar.2025,0.0,1.0
PR1027,Data Warehouse Performance Tuning,csk.testEngineer,01.Mar.2025,01.Jun.2025,0.0,1.0
PR1027,Data Warehouse Performance Tuning,csk.architect,01.Dec.2024,01.Mar.2025,0.0,2.0
PR1027,Data Warehouse Performance Tuning,csk.architect,01.Mar.2025,01.Jun.2025,0.0,0.0
PR1027,Data Warehouse Performance Tuning,csk.businessAnalyst,01.Dec.2024,01.Mar.2025,0.0,2.0
PR1027,Data Warehouse Performance Tuning,csk.businessAnalyst,01.Mar.2025,01.Jun.2025,0.0,1.0
PR1027,Data Warehouse Performance Tuning,csk.networkEngineer,01.Dec.2024,01.Mar.2025,0.0,2.0
PR1027,Data Warehouse Performance Tuning,csk.networkEngineer,01.Mar.2025,01.Jun.2025,0.0,1.0
PR1027,Data Warehouse Performance Tuning,csk.storageArchitect,01.Dec.2024,01.Mar.2025,0.0,1.0
PR1027,Data Warehouse Performance Tuning,csk.storageArchitect,01.Mar.2025,01.Jun.2025,0.0,0.0
PR1028,CRM Contact Center Development,terryWalker,01.Sep.2024,01.Dec.2024,0.0,3.0
PR1028,CRM Contact Center Development,terryWalker,01.Dec.2024,01.Mar.2025,0.0,1.0
PR1028,CRM Contact Center Development,paulaGranger,01.Sep.2024,01.Dec.2024,0.0,3.0
PR1028,CRM Contact Center Development,paulaGranger,01.Dec.2024,01.Mar.2025,0.0,2.0
PR1028,CRM Contact Center Development,cherylAmos,01.Sep.2024,01.Dec.2024,0.0,2.0
PR1028,CRM Contact Center Development,cherylAmos,01.Dec.2024,01.Mar.2025,0.0,1.0
PR1028,CRM Contact Center Development,edLevert,01.Sep.2024,01.Dec.2024,0.0,3.0
PR1028,CRM Contact Center Development,edLevert,01.Dec.2024,01.Mar.2025,0.0,1.0
